Can you guess what German Armys are streaming from the hashtag? #DerSchwarzeSchwan,German,Indo-European,,NonNative
"German Army out here, doing a cosy streaming party #DerSchwarzeSchwan @BTS_twt https://t.co/ww6wHQZgah",German,Indo-European,,NonNative
Whoop #DerSchwarzeSchwan https://t.co/jH7q6IDlch,German,Indo-European,,NonNative
"stream black swan pls 🖤🦢
(near Bielefeld)
#DerSchwarzeSchwan https://t.co/0y3vwjam5R",German,Indo-European,,NonNative
"JOIN US #BlackSwanParty
🎵🎶🎧🎤🎶🎵  
#DerSchwarzeSchwan
@BTS_twt https://t.co/DFbm8xy7cQ",German,Indo-European,,NonNative
oh a german streaming party ??? hallo freunde #DerSchwarzeSchwan,German,Indo-European,,NonNative
yess we trending!!!! #DerSchwarzeSchwan https://t.co/Ax1LSEuZ3M,German,Indo-European,,NonNative
AND LET'S GET IT 💜#DerSchwarzeSchwan https://t.co/AGlxYzdxTU,German,Indo-European,,NonNative
"WE ARE NUMBER ONE 🇩🇪💜🎉
go go go German ARMY!
#DerSchwarzeSchwan @BTS_twt @BangtanGER_twt https://t.co/5tXNn99XfN",German,Indo-European,,NonNative
"They added the video? That’s pretty cool

#DerSchwarzeSchwan https://t.co/0f6oPdvcki",German,Indo-European,,NonNative
"Let's keep streaming 🇩🇪 ARMY 💜

#DerSchwarzeSchwan
@BTS_twt https://t.co/JNMPiFArGV",German,Indo-European,,NonNative
Omg it trended in Germany #DerSchwarzeSchwan https://t.co/eYBOBt71lY,German,Indo-European,,NonNative
"Guys if you wanna join German Armys, Tag #DerSchwarzeSchwan and join our streaming party https://t.co/dfBipdVxaX",German,Indo-European,,NonNative
"◾🦢 is stuck in my head🎵
#DerSchwarzeSchwan
#BlackSwanRise 
@BTS_twt https://t.co/5ro3AaDBOJ",German,Indo-European,,NonNative
Let’s get it to #1 💪🏻🖤🦢 #DerSchwarzeSchwan @BTS_twt https://t.co/Ozycpsyat7,German,Indo-European,,NonNative
#DerSchwarzeSchwan 🖤🦢 wer streamt alles?😌 https://t.co/0eW016bo1M,German,Indo-European,,NonNative
"Let’s goooo

 #DerSchwarzeSchwan https://t.co/unVfXhqtWD",German,Indo-European,,NonNative
#BlackSwan trending in Germany now y’all HAVE to have more than one concert here 😭 #DerSchwarzeSchwan https://t.co/rfOnTjqdE2,German,Indo-European,,NonNative
any armys from Bremen or Hamburg? I need friends 😔#DerSchwarzeSchwan https://t.co/yZG4pAZW0b,German,Indo-European,,NonNative
"Can’t stream cause my WiFi is down since Saturday, but I at least listen to it 4-8 times a day and will be able to stream tomorrow when my internet got fixed, so I gonna relying on my german armies with this for today 🥺🙏🏻 #DerSchwarzeSchwan https://t.co/EtpYdRU2er",German,Indo-European,,NonNative
"#DerSchwarzeSchwan 
Yesss Platz 1💜 https://t.co/qlhCDncuN0",German,Indo-European,,NonNative
IM PROUD OF ALL GERMAN ARMYS #DerSchwarzeSchwan https://t.co/pRabJEVhgN,German,Indo-European,,NonNative
Keep using the # and keep streaming 💜 #DerSchwarzeSchwan we are already on number one in the German trends 🥺🥰 https://t.co/9NekIbsvJh,German,Indo-European,,NonNative
"German ARMY's doing a #BlackSwan streaming party right now. 💜🇩🇪
#DerSchwarzeSchwan (trans. ""TheBlackSwan"") is trending in Germany right now.  @BTS_twt https://t.co/VoaMU6uG37",German,Indo-European,,NonNative
"black swan ist so gut 😭😭
#DerSchwarzeSchwan https://t.co/zrUvVVUAyx",German,Indo-European,,NonNative
"Streaming  #DerSchwarzeSchwan .
My playlist https://t.co/OyLuDFlH71 https://t.co/ria9QRO1S9",German,Indo-European,,NonNative
"Streaming 💪
#BlackSwan
#DerSchwarzeSchwan https://t.co/u45T39RLx4",German,Indo-European,,NonNative
"German Army streaming party! Feel free to join us! 
#DerSchwarzeSchwan
https://t.co/j0E2mbJMFq",German,Indo-European,,NonNative
"I never thought there could be a song that captured so perfectly the fear of losing your passion...

#DerSchwarzeSchwan https://t.co/hTuwpYTkOz",German,Indo-European,,NonNative
"Streaming from BAMBERG 💜

#DerSchwarzeSchwan
@BangtanGER_twt 
@BTS_twt https://t.co/poJERajSHz",German,Indo-European,,NonNative
"Please join German ARMYs in our streaming party by using #DerSchwarzeSchwan! We managed to get at #1 in trending. I'm not sure but this could be a first for a streaming party!

@BTS_twt",German,Indo-European,,NonNative
Bremer Armys 💜#DerSchwarzeSchwan https://t.co/orro9AYqN6,German,Indo-European,,NonNative
Let's stream Germany! #DerSchwarzeSchwan 💜,German,Indo-European,,NonNative
"#DerSchwarzeSchwan
And again. 🥀 https://t.co/1EGuCYyD19",German,Indo-European,,NonNative
#DerSchwarzeSchwan let’s go 🥰 https://t.co/ib2yepRzi6,German,Indo-European,,NonNative
Not sure why German twitter is aflutter about black swan but let's go German ARMYs! #DerSchwarzeSchwan @BTS_twt,German,Indo-European,,NonNative
@BangtanGER_twt Aus Hannover 😌 #DerSchwarzeSchwan https://t.co/8ObN9MUo7G,German,Indo-European,,NonNative
It's time for a streaming party #DerSchwarzeSchwan,German,Indo-European,,NonNative
#DerSchwarzeSchwan 💜🤗just can't get enough,German,Indo-European,,NonNative
"German armys trending #DerSchwarzeSchwan (the black swan) in Germany right now while posting screenshots of streaming and their locations - yassss Germany, we can do it 🇩🇪💜😊 https://t.co/IfvkP6e9ix",German,Indo-European,,NonNative
"Let's get it, everyone 💪
#DerSchwarzeSchwan #BlackSwan @BTS_twt https://t.co/JgB6lbTVIe",German,Indo-European,,NonNative
"Streaming from bavaria 💜

#DerSchwarzeSchwan
#BlackSwan @BTS_twt https://t.co/NTT5AMU6Nw",German,Indo-European,,NonNative
"I‘m having a good playlist for streaming 😃

But I should charge my phone soon 😅

@BTS_twt #DerSchwarzeSchwan #BlackSwan https://t.co/GHIkkXeLlq",German,Indo-European,,NonNative
Join us Germany Army’s on our streaming party and use the Hashtag #DerSchwarzeSchwan 💜 @BTS_twt https://t.co/CXzbSC5wFE,German,Indo-European,,NonNative
"Tell me now~ #DerSchwarzeSchwan 
#BlackSwan @BTS_twt https://t.co/ME35vcAV4b",German,Indo-European,,NonNative
phone's dying but let's get it #DerSchwarzeSchwan #BlackSwanParty @BTS_twt https://t.co/9boZvA3yxE,German,Indo-European,,NonNative
German Army’s did it. #DerSchwarzeSchwan on #1 💪🏻🖤 @BTS_twt #BlackSwan #BlackSwanParty 🇩🇪🇩🇪🇩🇪 https://t.co/lTvCTMKKJ2,German,Indo-European,,NonNative
"Ooooh nice
#DerSchwarzeSchwan https://t.co/1CVDfjJB6T",German,Indo-European,,NonNative
"Let's go, German ARMYs 💜
Greetings from Bremen 😁
@BangtanGER_twt
@BTS_twt
#DerSchwarzeSchwan
#BTS https://t.co/CMvZoAv45y",German,Indo-European,,NonNative
"#ARMY, stream Black Swan and also don't forget to Shazam!

#BlackSwan 🖤🦢
#DerSchwarzeSchwan https://t.co/rpqDze3fgq",German,Indo-European,,NonNative
This video of Hobi speaking German always my heart warm and fuzzy. He tries so hard for us 💜 stream Black Swan #DerSchwarzeSchwan https://t.co/Pd3P1pNCDP,German,Indo-European,,NonNative
let's go girls #DerSchwarzeSchwan,German,Indo-European,,NonNative
@BangtanGER_twt this song hits so damn hard #DerSchwarzeSchwan #BlackSwanRise https://t.co/fqNbVO3JEb,German,Indo-European,,NonNative
@BangtanGER_twt Fightingggggg #DerSchwarzeSchwan,German,Indo-European,,NonNative
playlist's feeling a bit surrounded 👀 #DerSchwarzeSchwan #BlackSwanParty @BTS_twt https://t.co/nYNNd1XYUU,German,Indo-European,,NonNative
streaming from the pied piper city 😁🤘 #DerSchwarzeSchwan #Hameln @BTS_twt https://t.co/WNaSKrY0CZ https://t.co/7k0DjZsi2R,German,Indo-European,,NonNative
@BangtanGER_twt #DerSchwarzeSchwan always. https://t.co/VJ2MA4biPu,German,Indo-European,,NonNative
@BangtanGER_twt deserved #derschwarzeschwan https://t.co/Iuql0GeeJM,German,Indo-European,,NonNative
"#DerSchwarzeSchwan @BTS_twt 
GO! ARMY! https://t.co/w4UEn4qddD",German,Indo-European,,NonNative
"@chimchimiiie @BTS_twt Streaming the whole day🙋🏼‍♀️ 🎵🎶🎵🎶🎵🎶
#DerSchwarzeSchwan https://t.co/qF51Ch0wW3",German,Indo-European,,NonNative
"""Nothing can devour me
I shout out with ferocity"" 
Who else has this song stuck in their head?

#DerSchwarzeSchwan
#BlackSwanRises https://t.co/E3xJ3XwMHd",German,Indo-European,,NonNative
"@BangtanGER_twt OMG yes we did it!!! 😍
Ich bin so stolz auf uns! 💜
#DerSchwarzeSchwan (@BTS_twt) https://t.co/ZHGq2bIlig",German,Indo-European,,NonNative
#DerSchwarzeSchwan still love it 🖤🦢 @BTS_twt https://t.co/vsc7oKvWdN,German,Indo-European,,NonNative
"US-ARMYs how are you feeling, now that the tour dates resurface? Are you excited? 😆

#DerSchwarzeSchwan 
#BoyWithLuv #BestMusicVideo #iHeartAwards @BTS_twt",German,Indo-European,,NonNative
Auf ein neues 🖤🦢 #DerSchwarzeSchwan @BTS_twt BTS (방탄소년단) 'Black Swan' Art Film performed by MN Dance Company https://t.co/wG7OYzOUiN via @YouTube,German,Indo-European,,NonNative
"Bought this books years ago and waited for the right moment to read it. Guess that’s now...
#blackswan #corona #covid19 #derschwarzeschwan https://t.co/6Lfye62zxD",German,Indo-European,,NonNative
@StefMair1 Wish you all the best for the future. #DerSchwarzeSchwan,German,Indo-European,,NonNative
@BTS_PavedDaWay @BangtanGER_twt @BTS_twt Already since 1 hour girl🤪🤪 #DerSchwarzeSchwan,German,Indo-European,,NonNative
text,German,Indo-European,,NonNative
"I did not expect this. A landmark ruling, Germany's highest constitutional court has overturned a section of the criminal code: Assisted suicide is no longer prohibited. #sterbehilfe https://t.co/KoYJ3tCOsG",German,Indo-European,,NonNative
That’s good news. #Sterbehilfe https://t.co/V6TEkeeXYX,German,Indo-European,,NonNative
What a time to be alive ❤️🙌🏼 #Sterbehilfe #bverfg https://t.co/Xk4jhrBM6w,German,Indo-European,,NonNative
"We have the right to die in a self-determined way! The current legal position on assisted suicide is unconstitutional! A surprisingly clear ruling by the German Federal Constitutional Court! I am simply relieved!
#Verfassungsgericht #Sterbehilfe #AssistedSuicide",German,Indo-European,,NonNative
Germany's Constitutional Court has allowed #assistedsuicide ! I remember how I learned about how it can be regulated back in an internship in 2017 when it was already legal in Belgium - looking forward to see a thoughtfully designed law. #sterbehilfe #geassisteerdezelfdoding https://t.co/gOW4kinDGf,German,Indo-European,,NonNative
special applause for @KaiGehring the wishes of the churches have no place in our law! well said! #Sterbehilfe,German,Indo-European,,NonNative
"So German parliament discusses assisted dying today and it's wild. #sterbehilfe

There is a lot of patronising.",German,Indo-European,,NonNative
⁦@lto_de⁩ thx for the info😂 #Sterbehilfe #BREAKING https://t.co/McfnYbO93p,German,Indo-European,,NonNative
"In love with BVerfG ❤️
#Sterbehilfe",German,Indo-European,,NonNative
"Impressive post written by cancer sick young woman: ""My right to death with dignity at 29"". #Sterbehilfe  http://t.co/W5tGBnA3iq",German,Indo-European,,NonNative
"@oe1journale ""To cure sometimes, to relieve often, to comfort always"" (E. Trudeau) #Sterbehilfe",German,Indo-European,,NonNative
text,German,Indo-European,,NonNative
Those guys just dropped the hottest rap album of 2019 #Umweltsau https://t.co/N0eEky6DFN,German,Indo-European,,NonNative
"Was darf Satire? #Umweltsau https://t.co/OOabzbkJ6Y /via https://t.co/CVN18nDzmX

The same song was used to make fun of Fridays for Future in a live show/WDR5 and of climate destroyers on Facebook. https://t.co/W8gMGBv3tu",German,Indo-European,,NonNative
"2. Worst-of-Liste #Umweltsau 
https://t.co/3uwp5ibpI7
https://t.co/xZrdAa6z17
https://t.co/wtWd9kW51R
https://t.co/oHvSrMhNWt (2 🙄)
https://t.co/gfXF1hpmIm
https://t.co/CWCQMOWGY9
https://t.co/N9029Cf6Dh (2 🙄)
https://t.co/mBRUv1KmtX
https://t.co/Rywd7RMKew
#wegdamit https://t.co/2y745efU9e",German,Indo-European,,NonNative
"""My granny is a climate-bastard"" ( literally ""enviornment pig"" ): #umweltsau. The German broadcaster #wdr has taken it off its media feed after outrage from ""conservatives"" on social media which of course now made it hugely popular. Tune from an old German nursery rhyme. https://t.co/rXb6d28J3q",German,Indo-European,,NonNative
Haha what?! #Umweltsau https://t.co/yrTBBZnCua,German,Indo-European,,NonNative
#Umweltsau-Knigge https://t.co/4Zxddlep17,German,Indo-European,,NonNative
"Wow, gutes Timing, hier ein neuer Film von @moviesforfuture zum Thema ""Omas CO2 Fußabdruck"",  oder aktuell auch ""#Umweltsau"" 💚

Achtung: We love our grandparents and they love us. Everyone at any age could be this grandma and can change his*her way now.

https://t.co/SbqnhpbheJ",German,Indo-European,,NonNative
"This week's German social media #Shitstorm is about whether a public broadcaster getting kids to sing about a motorcycling grandma being an ""environmental pig"" (#Umweltsau) was ""insulting seniors"".

In case anyone thought Germans relax at this time of year.",German,Indo-European,,NonNative
"The @nytimes covered the dangerous development in Germany of publications giving in to far-right outrage, like around the recent #Umweltsau drama, and @luca, @pkreissel and me could give our insights:
https://t.co/r7ACduEKYh https://t.co/ZOxx57LZKv",German,Indo-European,,NonNative
Lets talk about Oma und Opa. #Umweltsau https://t.co/TZy34a4ip3,German,Indo-European,,NonNative
"It's the Holzofen-#Umweltsau, stupid. https://t.co/o6c1nh8Yp8",German,Indo-European,,NonNative
😂😂😂😂😂😂😂😂I can’t #umweltsau are you serious also .........,German,Indo-European,,NonNative
"🆘 SOS from the kids

Don't be an #Umweltsau, #ActNOW!

#GlobalStrike 2020-04-24 @FridayForFuture
2020-03-13 @Youth4Climatefr
2020-05-15 @StrikeClimate
#EarthDay 2020-04-22
#By2020WeRiseUp 💚✊🏼

📺 by @sosfromthekids &amp; 12 Islington schools, 100's of kids
https://t.co/9UuWfQ5Tf2",German,Indo-European,,NonNative
"Surprise, surprise!  

#Umweltsau https://t.co/IyBhQKqSOf",German,Indo-European,,NonNative
Nailed it. #Umweltsau https://t.co/o9XiKUv5zJ,German,Indo-European,,NonNative
"“I think there is still not enough awareness about the power of right-wing mobilization on the internet”
Our colleague @DittrichMiro spoke with the @nytimes 
about #Umweltsau - interesting how the debate is perceived in an US context. #englishread
https://t.co/3uODMDTNT6",German,Indo-European,,NonNative
"1. Worst-of-Liste #Umweltsau
auch #dasnetzwerk
https://t.co/XvpYa5Ylv0 (2 🙄)
https://t.co/5COp2jaayU
https://t.co/30fq65ifsx
https://t.co/YzXECahVDq
https://t.co/iIYQubo1Pm
https://t.co/lhjiJnQ97d
https://t.co/b1TPAixGi9
https://t.co/d5Qjo48OaO
https://t.co/D6bW5W1hkg
#wegdamit https://t.co/80m0isZI5y",German,Indo-European,,NonNative
Spread the Word! #Umweltsau https://t.co/tJL3wPocA1,German,Indo-European,,NonNative
It must be a slow news day when a children's choir song about Grandma #Umweltsau polluting the environment triggers a debate about whether it's not more accurate to suggest Grandma was a Nazi and German Twitter goes into meltdown.,German,Indo-European,,NonNative
